stock_code,description,revenue,quantity,orders,customers
71101E,STANDING FAIRY POLE SUPPORT ,623.58,774,48,34
22288,HANGING METAL RABBIT DECORATION,621.97,476,59,37
22129,PARTY CONES CANDY DECORATION,621.96,454,67,6
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,620.85,1989,3,3
16156N,"WRAP, FRIENDSHIP ON GREEN",619.5,1475,56,51
21764,VINTAGE WOODEN PLATE RACK,619.2,16,12,11
23528,WALL ART SPACEBOY,618.59,173,37,20
22837,HOT WATER BOTTLE BABUSHKA LARGE,618.0,136,14,14
20696,FLORAL SOFT CAR TOY,617.9399999999999,151,60,28
22042,CHRISTMAS CARD SINGING ANGEL,617.11,1714,130,89
23471,SIX DRAWER OFFICE TIDY,616.79,65,27,26
23180,MUM'S KITCHEN CLOCK,616.14,121,50,29
23453,OVAL  MINI PORTRAIT FRAME,615.98,316,47,40
72772,SET/4 SCENTED CANDLES IN RAMEKINS,615.84,457,9,8
23408,PHOTO FRAME LINEN AND LACE SMALL,615.6800000000001,296,62,53
84596J,MIXED NUTS LIGHT GREEN BOWL,614.24,804,139,51
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,614.24,423,73,27
22043,CHRISTMAS CARD SCREEN PRINT ,614.21,2191,126,86
84859A,SILVER DISCO HANDBAG,613.53,293,58,40
85114c,RED ENCHANTED FOREST PLACEMAT,612.64,185,42,0
37351,ORANGE FLOWER MUG ,612.5099999999999,5404,11,7
23018,LARGE APOTHECARY MEASURING JAR ,612.1600000000001,51,21,19
79315W,FLYING SAUCER TABLE LIGHT IN WHITE,611.5100000000001,199,13,6
35972,DAISY FOLKART HEART DECORATION,611.38,440,87,43
84858C,PINK RIVIERA HANDBAG,611.0699999999999,347,30,22
22538,MINI JIGSAW GO TO THE FAIR,610.4300000000001,1443,86,56
22680,"FRENCH BLUE METAL DOOR SIGN, 5",610.11,477,65,51
gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,610.09,24,24,0
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,609.4300000000001,144,84,21
20655,QUEEN OF SKIES LUGGAGE TAG,608.48,414,189,55
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,608.11,245,29,22
84051,ASS COLOUR GLOWING TIARAS,607.98,746,60,50
20694,FLORAL PINK MONSTER,607.33,162,55,24
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,606.9,281,35,31
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,604.24,361,45,15
23425,STORAGE TIN HOME SWEET HOME,604.01,268,59,35
21416,CLAM SHELL LARGE,603.0600000000001,751,22,15
85169D,PINK LOVE BIRD CANDLE,602.73,520,89,39
84247G,"DECOUPAGE,GREETING CARD,",602.67,1414,107,54
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,602.6600000000001,120,43,27
84932A,SMALL GREEN PEONY FOLDING STOOL,602.6,262,24,22
85028S,FRENCH CHATEAU SMALL FRUITBOWL,601.92,392,35,29
23454,THREE MINI HANGING FRAMES,601.7,140,51,39
82095,HEART BUTTONS JEWELLERY BOX,600.91,100,48,21
23520,EMBROIDERED RIBBON REEL RUBY ,600.55,167,32,30
20863,BLUE PATCH PENCIL CASE PINK HEART,599.4300000000001,292,51,35
85146,JARDIN ETCHED GLASS SMALL BELL JAR,599.38,118,29,23
85017C,ENVELOPE 50 CURIOUS IMAGES,598.7099999999999,799,120,45
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,598.63,66,49,23
17109D,FLOWER FAIRY INCENSE BOUQUET,596.62,1256,39,33
79190B,RETRO PLASTIC POLKA TRAY,596.36,1469,138,57
22679,"FRENCH BLUE METAL DOOR SIGN, 4",596.34,468,62,48
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,595.1800000000001,131,71,36
21440,12 MINI TOADSTOOL PEGS,595.06,470,96,72
22263,FELT EGG COSY LADYBIRD ,595.04,787,106,34
84766,SILVER ROCOCO CANDLE STICK,594.8,184,31,24
85117,NIGHTINGALE COATHOOK WHITE,594.3199999999999,347,61,29
72122,COFFEE SCENT PILLAR CANDLE,593.3299999999999,586,120,80
20849,ZINC HEART LATTICE DOUBLE PLANTER,593.03,674,24,15
22092,BLUE PAISLEY TISSUE BOX,592.91,933,140,105
62096A,PINK/YELLOW FLOWERS HANDBAG,592.79,383,89,47
85092,CANDY SPOT TEA COSY,592.57,367,25,14
85113,POLKA DOT PISTACHIO PAIL,591.6600000000001,285,48,36
21304,ARCHED GREY MIRROR,591.58,86,18,16
84963B,BLUE PAINTED KASHMIRI CHAIR,591.5,18,6,5
20689,RETRO SISTERS EXPRESSO CUPS,590.7,417,42,26
21322,GLASS SPHERE CANDLE STAND LARGE ,590.45,301,14,12
84563B,BLUE & WHITE BREAKFAST TRAY,590.04,128,59,27
23377,PACK OF 12 DOLLY GIRL TISSUES,589.3299999999999,1343,134,69
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",588.64,326,65,31
21173,LOO ROLL  METAL SIGN ,588.16,328,78,45
21893,POTTING SHED SEED TIN,587.8,172,20,13
20695,FLORAL BLUE MONSTER,587.58,138,63,26
16236,KITTY PENCIL ERASERS,587.41,2624,261,108
21223,SET/4 BADGES WOODLAND ANIMAL,587.08,492,43,33
22683,"FRENCH BLUE METAL DOOR SIGN, 8",586.36,458,63,48
23499,SET 12 VINTAGE DOILY CHALK ,586.23,1312,110,86
21558,SKULL LUNCHBOX WITH CUTLERY ,586.12,198,66,32
84934,ASSTD DESIGN POP ART SLIM PEN,585.65,686,14,13
84925D,LA PALMIERA WALL THERMOMETER,584.4499999999999,80,27,25
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,583.1,571,99,37
82001s,SILVER RECORD COVER FRAME,581.88,78,15,0
22785,SQUARECUSHION COVER PINK UNION JACK,581.23,173,42,27
21016,LIGHT BIRD HOUSE TREE DECORATION,581.17,830,83,58
23565,EGG CUP MILKMAID HELGA ,580.06,405,65,28
84682,CLASSICAL ROSE DISH,579.24,289,52,31
90199C,5 STRAND GLASS NECKLACE CRYSTAL,578.9399999999999,98,32,24
84707B,PINK JEWELLED MIRROR TRINKET TRAY,578.72,75,52,22
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,578.68,1196,30,21
15056p,EDWARDIAN PARASOL PINK,577.84,46,38,0
21419,CONCH SHELL,577.6899999999999,1259,19,12
22685,"FRENCH BLUE METAL DOOR SIGN, 0",577.51,461,54,45
22999,TRAVEL CARD WALLET VINTAGE LEAF,577.22,1347,119,66
21167,WHITE SAGE INCENSE,577.02,2390,115,32
85144,JARDIN ETCHED GLASS CHEESE DISH,575.45,219,40,37
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,575.32,89,40,25
23125,6PC WOOD PLATE SET DISPOSABLE,574.88,459,38,15
84932D,SMALL ORIENTAL RED FOLDING STOOL,574.71,239,21,16
37444C,PINK BREAKFAST CUP AND SAUCER ,573.88,886,55,14
22684,"FRENCH BLUE METAL DOOR SIGN, 9",572.58,450,54,46
84924A,WAKE UP COCKEREL CALENDAR SIGN ,571.0,133,62,41
20615,BLUE SPOTTY PASSPORT COVER,570.85,316,88,32
17013D,ORIGAMI ROSE INCENSE IN TUBE,570.8299999999999,1067,32,18
84509C,SET OF 4 POLKADOT PLACEMATS ,570.19,149,60,29
85019C,CURIOUS  IMAGES NOTEBOOK SET,570.19,387,27,18
90010B,BLACK/WHITE GLASS/SILVER BRACELET,569.0699999999999,62,35,16
85086A,CANDY SPOT HEART DECORATION,568.73,587,152,44
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,568.68,402,91,45
23219,LAUREL STAR ANTIQUE SILVER ,568.6,430,61,41
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,568.02,450,32,28
84846A,SCENTED CANDLE IN DIGITALIS TIN,567.5500000000001,251,54,39
22425,ENAMEL COLLANDER CREAM,567.12,122,23,21
16169C,WRAP BLUE REINDEER,567.0,1350,43,42
22699,TEACUP AND SAUCER REGENCY ROSES,566.7,210,14,13
21285,RETRO SPOT CANDLE  MEDIUM,566.22,263,36,20
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,565.98,1447,75,23
21899,GARAGE KEY FOB,565.8100000000001,778,148,81
47583A,SET OF 3 WICKER BASKET ROSE,562.92,69,8,5
23381,PACK OF 12 VINTAGE LEAF TISSUES ,562.88,1496,80,59
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,562.2199999999999,364,44,34
37345,ASSTD HEARTS DESIGN MUGS,561.05,321,9,5
85230B,CINNAMON SCENTED VOTIVE CANDLE,561.04,2120,68,49
16049,TEATIME GEL PENS ASST,560.48,3169,32,22
22682,"FRENCH BLUE METAL DOOR SIGN, 7",560.05,443,58,47
85202,HANGING WOOD AND FELT HEART,560.01,1184,209,79
16238,PARTY TIME PENCIL ERASERS,559.54,2447,236,104
84306,S/3 PINK SQUARE PLANTERS ROSES,557.4799999999999,48,31,18
22950,SET OF 36 DOILIES VINTAGE CHRISTMAS,557.4,444,2,2
20935,ROUND CACTUS CANDLE,556.78,294,47,36
23069,EDWARDIAN PHOTO FRAME,556.21,88,32,27
35922,EASTER BUNNY WREATH,556.19,93,37,20
23451,SQUARE MINI PORTRAIT FRAME,556.17,277,52,38
21371,MIRRORED WALL ART POPPIES,556.01,404,64,33
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,555.93,432,77,54
20838,FRENCH LATTICE CUSHION COVER ,555.6,434,64,36
23016,GLASS TWIST BON BON JAR,555.3,71,25,19
21881,CUTE CATS TAPE,554.95,1332,118,49
84247E,PACK/12 XMAS FUN CARD,554.6100000000001,187,65,56
84773,RED ROSE AND LACE C/COVER,554.6,188,50,34
85129A,"WHITE PEARL BEADED HEART, SMALL",554.16,432,76,51
90120D,WHITE MURANO TWIST BRACELET,554.13,134,40,16
84876D,BLUE HEART COMPACT MIRROR,553.02,317,37,24
84859C,PINK DISCO HANDBAG,552.72,304,39,29
21666,RIDGED GLASS T-LIGHT HOLDER,552.38,807,72,41
23473,WOODLAND SMALL RED FELT HEART,552.02,678,51,41
85169C,EAU DE NIL LOVE BIRD CANDLE,551.82,493,72,27
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,551.4000000000001,340,9,7
79030G,TUMBLER NEW ENGLAND,551.1899999999999,1261,53,35
21666, RIDGED GLASS T-LIGHT HOLDER,550.82,950,15,11
22681,"FRENCH BLUE METAL DOOR SIGN, 6",550.1,430,56,43
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,548.86,884,112,78
37423,WHITE WITH BLACK CATS PLATE,548.68,3216,71,17
84675,FROG KING WATERING CAN,548.11,198,64,39
72800B, 4 PURPLE FLOCK DINNER CANDLES,548.11,335,57,40
23549,WRAP BIRD GARDEN ,548.1,1305,52,46
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,547.74,367,19,10
20781,GOLD EAR MUFF HEADPHONES,546.99,97,64,34
90143,SILVER BRACELET W PASTEL FLOWER,546.63,72,43,15
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,545.75,169,62,38
20794,BLUE  TILE HOOK,545.12,194,52,27
22044,CHRISTMAS CARD STACK OF PRESENTS,544.82,1933,91,80
21339,MARAKESH LANTERN LARGE,544.5,30,12,12
85232A,SET/3 POLKADOT STACKING TINS,543.8100000000001,106,47,32
22983,"CARD, BILLBOARD FONT",543.34,1300,100,67
35969,FOLKART CROWN TABLE DECORATIONS,542.47,523,76,36
84596K,JELLY BABIES YELLOW SMALL BOWL,542.16,427,94,49
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,541.96,713,70,28
23456,MEDIUM PARLOUR PICTURE FRAME ,541.7,134,35,31
18094C,WHITE AND BLUE CERAMIC OIL BURNER,541.36,399,86,21
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,540.99,1208,126,65
90195A,PURPLE GEMSTONE BRACELET,540.4499999999999,65,46,25
85119,WATERING CAN SINGLE HOOK PISTACHIO,540.44,397,41,36
21373,MIRRORED WALL ART SNOWFLAKES,539.89,624,62,52
20943,SET/6 GINGERBREAD STAR T-LIGHTS,538.96,380,72,46
22447,PIN CUSHION BABUSHKA BLUE,538.1800000000001,174,60,26
16048,TEATIME ROUND PENCIL SHARPENER ,537.06,3461,105,59
84592,CROCHET ROSE PURSE WITH SUEDE BACK,536.4000000000001,173,47,33
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,536.24,78,9,7
21017,RED BIRD HOUSE TREE DECORATION,535.89,659,87,32
23074,EMBOSSED HEART TRINKET BOX,534.79,240,49,32
23398,HANGING HEART BONHEUR,534.5,605,70,53
22452,MEASURING TAPE RUSSIAN DOLL PINK,534.0000000000001,176,49,30
20659,ECONOMY LUGGAGE TAG,533.51,369,138,55
85020,ROUND PINK HEART MIRROR,533.48,240,58,36
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,532.03,417,37,26
21311,SET/4 BIRD MIRROR MAGNETS ,531.84,674,96,62
84661B,BLACK SQUARE TABLE CLOCK,530.22,243,51,21
21215, IVORY PAPER CUP CAKE CASES ,530.16,1153,28,22
72267,PREMIUM CHURCH CANDLE,530.16,265,45,38
21943,CAKES AND RABBITS DESIGN FLANNEL ,529.16,591,149,37
22394,PAPERWEIGHT KINGS CHOICE ,528.99,340,56,43
20653,CHERRY BLOSSOM LUGGAGE TAG,528.77,2004,81,26
23060,HEART BEADED TRELLIS DECORATION,528.1700000000001,249,42,34
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,527.8199999999999,58,41,11
21160,KEEP OUT GIRLS DOOR HANGER ,527.23,720,61,46
90203,SILVER CHARM NECKLACE 70CM,526.77,70,35,18
22344,PARTY PIZZA DISH PINK POLKADOT,526.64,1296,88,38
21418,STARFISH SOAP DISH,526.1899999999999,191,67,24
85023B,EAU DE NILE JEWELLED PHOTOFRAME,526.05,219,41,32
71270,PHOTO CLIP LINE,525.4,370,81,29
22898,CHILDRENS APRON APPLE DESIGN,524.71,291,26,25
16169P,WRAP GREEN RUSSIAN FOLKART ,523.25,1725,49,46
72728,ROSE SCENT CANDLES IN GLASS,523.15,643,54,44
21403,BLUE EGG  SPOON,523.0699999999999,2319,157,80
22861,EASTER TIN CHICKS IN GARDEN,522.93,305,50,36
85226C,BLUE PULL BACK RACING CAR,522.3100000000001,989,83,54
90160D,PINK BOUDICCA LARGE BRACELET,522.27,75,26,18
85090,CANDY SPOT APRON,522.08,98,56,26
23537,WALL ART I LOVE LONDON ,521.73,99,32,18
23336,EGG FRYING PAN PINK ,519.25,225,85,46
20661,BLUE SPOTTY PURSE ,519.1,459,72,29
20868,SILVER FABRIC MIRROR,518.07,882,71,40
84657,GREEN ROSE CUSHION COVER,517.48,246,20,14
84683,CLASSICAL ROSE CANDLESTAND,515.6,536,47,18
20823,GOLD WINE GOBLET,515.11,249,20,14
90114,SUMMER DAISIES BAG CHARM,514.18,205,111,19
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,513.6899999999999,204,82,42
46118,FUNKY MONKEY CUSHION COVER,513.58,373,72,23
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,513.01,534,116,27
22584,PACK OF 6 PANETTONE GIFT BOXES,512.9300000000001,219,19,15
16168M,FUNKY MONKEY GIFT BAG MEDIUM,512.38,1686,101,42
82605,OLD DOC RUSSEL METAL SIGN,512.13,227,101,62
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,511.98,60,44,0
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.89,135,49,39
47559b,TEA TIME OVEN GLOVE,511.46,154,44,0
23413,VINTAGE COFFEE GRINDER BOX,511.43000000000006,97,31,20
23139,SINGLE WIRE HOOK PINK HEART,511.29999999999995,402,28,20
84875B,GREEN SQUARE COMPACT MIRROR,511.01,373,40,16
85129C,BEADED CRYSTAL HEART BLUE SMALL,510.23,390,65,37
84989B,75 BLACK FAIRY CAKE CASES,510.15000000000003,1009,57,34
23324,RUSTIC STRAWBERRY JAM POT LARGE ,509.97,244,40,32
20804,GLASS CHICKEN BUTTER DISH,509.71,277,62,22
23660,HENRIETTA HEN MUG ,508.25999999999993,290,46,30
21734,SMALL MARAKESH LANTERN ON STICK,506.99,91,32,16
20615,BLUE POLKADOT PASSPORT COVER,506.96,325,109,32
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,506.92,312,70,43
84615,PINK ROUND BUTTERFLY MIRROR ,506.79999999999995,202,22,13
84842,HELLO SAILOR BATHROOM SET,506.55,785,36,22
23043,PAPER LANTERN 9 POINT HOLLY STAR L,506.01,75,20,15
20654,FIRST CLASS LUGGAGE TAG ,505.41,398,120,65
20753,RETRO PINK SPOT WASHING UP GLOVES,504.8,216,57,31
37352,BIRD IN TREE MUG ,504.55,4643,8,6
22286,DECORATION WOBBLY RABBIT METAL ,504.46,830,67,35
22541,MINI JIGSAW LEAP FROG,503.92,1245,66,34
85169B,BLACK LOVE BIRD CANDLE,502.90999999999997,428,93,31
20845,ZINC HEART LATTICE 2 WALL PLANTER,502.27,76,24,15
21117,BLOND DOLL DOORSTOP,502.08,328,26,23
84877B,GREEN ROUND COMPACT MIRROR,501.93,289,44,13
84218,BOX/12 CHICK & EGG IN BASKET,501.56,260,97,74
47591B,SCOTTIES DES CHILD'S APRON,500.83,300,98,52
23021,GLASS BONNE JAM JAR,500.82000000000005,120,27,24
79337,BLUE FLOCK GLASS CANDLEHOLDER,499.75,1188,22,16
71143,SILVER BOOK MARK WITH BEADS,499.48999999999995,331,97,10
21882,SKULLS TAPE,499.44000000000005,1052,119,61
23560,SET OF 6 RIBBONS COUNTRY STYLE,499.18,172,26,20
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,499.02000000000004,354,20,17
22135,LADLE LOVE HEART PINK,498.66999999999996,1072,153,42
84706D,CHERRY BLOSSOM TABLE CLOCK ,498.23999999999995,218,17,14
47592A,CAROUSEL DES CHILD'S OVERALL,497.81,257,74,28
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,497.70000000000005,141,13,11
85179A,GREEN BITTY LIGHT CHAIN,497.12,214,71,25
85230A,OPIUM SCENTED VOTIVE CANDLE,497.03999999999996,1992,48,31
16219,HOUSE SHAPE PENCIL SHARPENER,496.67,3309,129,58
23117,POPPY FIELDS CHOPPING BOARD,496.28000000000003,92,46,39
20864,DENIM PATCH PENCIL CASE BUTTERFLY,496.04,251,30,20
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,495.40000000000003,1046,30,27
85142,JARDIN ETCHED GLASS GINGER JAR,494.63,56,35,26
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,494.39,394,28,22
21399,BLUE  SPOTTY  COFFEE MUG,493.88000000000005,240,36,23
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,493.62,618,33,26
84247L,FAWN AND MUSHROOM GREETING CARD,493.17,1125,111,63
16239,BALLERINA HEART DECORATION.,492.17,347,21,13
90160B,RED BOUDICCA LARGE BRACELET,490.92,71,29,19
84827,ASS DES PHONE SPONGE CRAFT STICKER,489.79,1027,29,23
37482P,CUBIC MUG PINK POLKADOT,489.59999999999997,549,56,36
21004,ROSE DU SUD CHILDS APRON,489.14,106,52,28
22031,BOTANICAL LAVENDER BIRTHDAY CARD,488.95,1113,143,65
84876B,GREEN HEART COMPACT MIRROR,488.31,344,40,22
35967,FOLK ART METAL STAR T-LIGHT HOLDER,488.13,935,113,50
51020B,STRIPY DESIGN SHOWER CAP,487.53999999999996,1082,62,40
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,487.14,233,65,0
22892,SALT AND PEPPER SHAKERS TOADSTOOLS,486.35,397,30,26
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,485.63,213,50,29
21459,YELLOW EASTER EGG HUNT START POST,485.45,245,49,34
22897,OVEN MITT APPLE DESIGN,485.0,343,34,30
20793,BLUE TILED TRAY,484.75,276,23,13
84875D,BLUE SQUARE COMPACT MIRROR,483.75,371,37,17
23218,LAUREL STAR ANTIQUE GOLD,483.03,379,40,27
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,482.70000000000005,322,11,8
22038,BOTANICAL LAVENDER GIFT WRAP ,481.0,1150,45,43
84984B,RED PEONY CUSHION COVER ,480.85,309,10,7
85227,SET/6 3D KIT CARDS FOR KIDS,480.69,592,50,27
22346,PARTY PIZZA DISH GREEN POLKADOT,479.59999999999997,1159,68,26
23169,CLASSIC GLASS SWEET JAR,479.45000000000005,119,14,14
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,479.40999999999997,186,28,6
22259,FELT FARM ANIMAL HEN,479.2,587,73,31
85091,CANDY SPOT BREAD BASKETS,479.11,326,21,14
23527,WALL ART ANIMALS AND NATURE ,478.34000000000003,146,33,26
23422,PANTRY HOOK BALLOON WHISK ,477.89,213,47,29
21620,S/4 ROSE    BOTANICAL  CANDLE,477.12,127,38,33
21132,SILVER STANDING GNOME   ,476.61,93,47,25
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",476.4,232,15,12
23561,SET OF 6 RIBBONS PARTY,476.0,170,16,13
72801G,S/4 BURGUNDY WINE DINNER CANDLES,475.91999999999996,786,26,19
37492C,GREEN BLUE FLOWER PIGGY BANK,472.65,241,25,19
22697,TEACUP AND SAUCER REGENCY GREEN,472.5,174,13,13
85027L,FRENCH CHATEAU LARGE PLATTER ,472.2,156,43,36
40046A,RED DAISY PAPER LAMPSHADE,472.07,355,62,26
22951,72 CAKE CASES DOLLY GIRL DESIGN,471.85,943,25,25
84926E,FLOWERS TILE COASTER,471.57,1081,52,40
84901,BLACK FACE LAMB WITH PANTS,471.13,123,74,44
gift_0001_20,Dotcomgiftshop Gift Voucher £20.00,471.06,28,26,0
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,470.64000000000004,274,22,18
21507,ELEPHANT BIRTHDAY CARD ,469.74,1098,96,63
23521,WALL ART CAT AND BIRD ,469.73,143,40,18
21518,BANK ACCOUNT  GREETING  CARD ,469.28,1107,109,58
22686,"FRENCH BLUE METAL DOOR SIGN, No",468.94,356,48,33
35471A,SET OF 3 BIRD L.BLUE FEATHER,468.06,396,85,41
72799B,PURPLE PILLAR CANDLE BLACK FLOCK,467.71000000000004,322,16,7
35911A,MULTICOLOUR RABBIT EGG WARMER,466.69,388,96,38
90010E,AMBER GLASS/SILVER BRACELET,465.84999999999997,52,36,16
85136B,BLUE SHARK HELICOPTER,465.82,58,48,40
23379,PACK OF 12 RED APPLE TISSUES,465.36,1220,76,49
51020A,SUMMER FUN DESIGN SHOWER CAP,462.72999999999996,1301,51,37
23455,SMALL PARLOUR PICTURE FRAME,462.45,165,33,30
90120C,GREEN MURANO TWIST BRACELET,462.32,109,58,12
84972L,GIANT PINK HEART MEMO HOLDER,462.15000000000003,117,46,41
72132,COLUMBIAN CUBE CANDLE,462.15,549,28,22
85211,S/4 GROOVY CAT MAGNETS,460.87,301,78,43
85030,FRENCH CHATEAU OVAL PLATTER,460.8,184,32,26
85204,HANGING WOOD AND FELT FLOWER,460.78,2352,155,69
23691,WRAP KEEP CALM BIRTHDAY,460.5,1125,36,34
21536,DAIRY MAID  SMALL  MILK JUG,460.04,214,68,43
84782C,GREEN 3 TIER GLASS PLATE STAND,459.8,68,22,20
84915,HAND TOWEL PINK FLOWER AND DAISY,459.56,234,37,15
90192,JADE DROP EARRINGS W FILIGREE,459.28000000000003,92,54,10
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,459.11,275,62,20
22193,RED WALL CLOCK,459.0,60,1,1
22191,IVORY WALL CLOCK,459.0,60,1,1
21540,DAIRY MAID CERAMIC BUTTER DISH,458.62,102,56,28
16207B,PINK HEART RED HANDBAG,457.65000000000003,265,46,12
85144,JARDIN ETCHED GLASS BUTTER DISH,456.9,66,32,25
90145,SILVER HOOP EARRINGS WITH FLOWER,455.86,75,45,16
84509A,ENGLISH ROSE PLACEMATS,455.18,117,32,19
21757,LIGHTHOUSE PRINTED METAL SIGN,454.3,80,42,15
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",453.99,1059,58,39
84948,SILVER HANGING T-LIGHT HOLDER DOME,452.60999999999996,269,38,28
72225C,LAVENDER SCENT CAKE CANDLE,452.46,1878,39,25
22813,PACK 3 BOXES BIRD PANETTONE ,451.84,204,31,11
20621,ECONOMY PASSPORT COVER ,451.67,207,33,23
23548,WRAP MAGIC FOREST ,451.5,1075,43,42
23509,MINI PLAYING CARDS FUN FAIR ,451.46000000000004,1062,65,51
90120B,BLUE MURANO TWIST BRACELET,451.44,107,42,17
82081,PINK HEARTS PHOTO ALBUM,451.35,174,23,11
84601A,NEW BAROQUE IVORY CUSHION COVER ,450.84000000000003,110,16,9
16012,FOOD/DRINK SPONGE STICKERS,449.82,2142,63,53
20616,CHERRY BLOSSOM PASSPORT COVER,449.26,283,121,31
35004S,SET OF 3 SILVER FLYING DUCKS,448.88,135,31,14
16218,CARTOON  PENCIL SHARPENERS,448.13,4629,98,60
90014A,SILVER/MOP ORBIT NECKLACE,447.21,44,34,15
17164D,ASS COL SMALL SAND FROG P'WEIGHT,447.0,1150,28,26
21663,VINTAGE GLASS SUGAR CADDY,446.51000000000005,69,39,22
22407,MONEY BOX FIRST ADE DESIGN,446.18,358,65,49
84597C,RETRO PINK BALL ASHTRAY ,445.98,360,45,21
79030D,"TUMBLER, BAROQUE",445.45,484,21,15
72127,COLUMBIAN CANDLE ROUND ,444.69,365,66,49
84857C,PINK MONTE CARLO HANDBAG,443.08,196,18,13
22345,PARTY PIZZA DISH BLUE POLKADOT,442.28,1165,82,33
72128,COLUMBIAN CANDLE ROUND,442.24,714,88,61
62096B,PURPLE/TURQ FLOWERS HANDBAG,441.99,257,82,42
90198B,VINTAGE ROSE BEAD BRACELET BLACK,441.9,104,49,22
16243B,BROWN COZY SQUARE PHOTO ALBUM,441.77,212,8,1
90154,LAZER CUT NECKLACE W PASTEL BEADS,439.65,59,7,6
84508B,STRIPES DESIGN TEDDY,438.46,163,75,40
79030A,"TUMBLER, ENGLISH ROSE",438.25,171,33,18
47422,ASSORTED MONKEY SUCTION CUP HOOK,437.76,1128,69,28
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,434.5199999999999,272,26,23
22343,PARTY PIZZA DISH RED WHITE SPOT ,434.06999999999994,488,34,21
21529,RED RETROSPOT TOASTRACK,434.01000000000005,117,51,33
79071B,ENGLISH ROSE METAL WASTE BIN,433.70000000000005,142,66,51
21027,NINJA RABBIT PINK,433.61,355,77,39
84859B,BLUE DISCO HANDBAG,433.46,282,18,14
37464,ROBOT MUG IN DISPLAY BOX,431.18,316,82,45
84858B,BLUE RIVIERA HANDBAG,431.0,326,9,8
23058,CHRISTMAS HANGING SNOWFLAKE,430.86,490,48,39
72800C,4 PINK DINNER CANDLE SILVER FLOCK,430.45,266,50,33
84510F,SET OF 4 NEW ENGLAND COASTERS ,430.25,1097,39,24
16045,POPART WOODEN PENCILS ASST,429.44,9312,74,65
90013B,BLACK VINTAGE EARRINGS,428.92,104,79,5
16161M,WRAP  PINK FLOCK,428.5,1025,40,36
84966B,BLUE KASHMIRI BOXED MIRROR,428.0,33,4,3
84801A,PINK HYDRANGEA ART FLOWER,427.44000000000005,272,15,14
23457,LARGE PARLOUR PICTURE FRAME,427.03000000000003,85,29,25
23522,DOG AND BALL WALL ART,425.87999999999994,252,4,3
90195B,BLACK GEMSTONE BRACELET,424.89,48,27,19
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,424.03,112,46,42
21028,NINJA RABBIT BLACK,423.9,323,92,31
16207A,PINK STRAWBERRY HANDBAG ,423.53000000000003,143,76,17
21678,PAISLEY PATTERN  STICKERS,423.0,572,80,39
84762A,WHITE PICNIC BARBECUE BUCKET,422.98,48,32,24
